Periodo,Anio,Trimestre,Region,Categoria_Norm,Valor,Valor_Anterior,Valor_Trimestral
2025-Q1,2025,1,CAN,ROBOS_FUERZA,724.0,,724.0
2025-Q2,2025,2,CAN,ROBOS_FUERZA,1491.0,724.0,767.0
2025-Q3,2025,3,CAN,ROBOS_FUERZA,2215.0,1491.0,724.0
2016-Q1,2016,1,CANT,HURTOS,1151.0,,1151.0
2016-Q2,2016,2,CANT,HURTOS,2329.0,1151.0,1178.0
2016-Q3,2016,3,CANT,HURTOS,3865.0,2329.0,1536.0
2016-Q4,2016,4,CANT,HURTOS,5118.0,3865.0,1253.0
2017-Q1,2017,1,CANT,HURTOS,1078.0,,1078.0
2017-Q2,2017,2,CANT,HURTOS,2291.0,1078.0,1213.0
2017-Q3,2017,3,CANT,HURTOS,3803.0,2291.0,1512.0
2017-Q4,2017,4,CANT,HURTOS,4983.0,3803.0,1180.0
2018-Q1,2018,1,CANT,HURTOS,1086.0,,1086.0
2018-Q2,2018,2,CANT,HURTOS,2216.0,1086.0,1130.0
2018-Q3,2018,3,CANT,HURTOS,3552.0,2216.0,1336.0
2018-Q4,2018,4,CANT,HURTOS,4654.0,3552.0,1102.0
2019-Q1,2019,1,CANT,HURTOS,1105.0,,1105.0
2019-Q2,2019,2,CANT,HURTOS,2287.0,1105.0,1182.0
2019-Q3,2019,3,CANT,HURTOS,3757.0,2287.0,1470.0
2019-Q4,2019,4,CANT,HURTOS,4881.0,3757.0,1124.0
2020-Q1,2020,1,CANT,HURTOS,911.0,,911.0
2020-Q2,2020,2,CANT,HURTOS,1343.0,911.0,432.0
2020-Q3,2020,3,CANT,HURTOS,2513.0,1343.0,1170.0
2020-Q4,2020,4,CANT,HURTOS,3238.0,2513.0,725.0
2021-Q1,2021,1,CANT,HURTOS,694.0,,694.0
2021-Q2,2021,2,CANT,HURTOS,1550.0,694.0,856.0
2021-Q3,2021,3,CANT,HURTOS,2734.0,1550.0,1184.0
2021-Q4,2021,4,CANT,HURTOS,3820.0,2734.0,1086.0
2022-Q1,2022,1,CANT,HURTOS,1063.0,,1063.0
2022-Q2,2022,2,CANT,HURTOS,2298.0,1063.0,1235.0
2022-Q3,2022,3,CANT,HURTOS,3784.0,2298.0,1486.0
2022-Q4,2022,4,CANT,HURTOS,4881.0,3784.0,1097.0
2023-Q1,2023,1,CANT,HURTOS,1080.0,,1080.0
2023-Q2,2023,2,CANT,HURTOS,2272.0,1080.0,1192.0
2023-Q3,2023,3,CANT,HURTOS,3785.0,2272.0,1513.0
2023-Q4,2023,4,CANT,HURTOS,4840.0,3785.0,1055.0
2024-Q1,2024,1,CANT,HURTOS,1099.0,,1099.0
2024-Q2,2024,2,CANT,HURTOS,2312.0,1099.0,1213.0
2024-Q3,2024,3,CANT,HURTOS,3651.0,2312.0,1339.0
2024-Q4,2024,4,CANT,HURTOS,4711.0,3651.0,1060.0
2025-Q1,2025,1,CANT,HURTOS,1122.0,,1122.0
2025-Q2,2025,2,CANT,HURTOS,2329.0,1122.0,1207.0
2025-Q3,2025,3,CANT,HURTOS,3908.0,2329.0,1579.0
2017-Q1,2017,1,CANT,ROBOS_FUERZA,398.0,,398.0
2017-Q2,2017,2,CANT,ROBOS_FUERZA,766.0,398.0,368.0
2017-Q3,2017,3,CANT,ROBOS_FUERZA,1159.0,766.0,393.0
2017-Q4,2017,4,CANT,ROBOS_FUERZA,1639.0,1159.0,480.0
2018-Q1,2018,1,CANT,ROBOS_FUERZA,445.0,,445.0
2018-Q2,2018,2,CANT,ROBOS_FUERZA,779.0,445.0,334.0
2018-Q3,2018,3,CANT,ROBOS_FUERZA,1125.0,779.0,346.0
2018-Q4,2018,4,CANT,ROBOS_FUERZA,1574.0,1125.0,449.0
2019-Q1,2019,1,CANT,ROBOS_FUERZA,435.0,,435.0
2019-Q2,2019,2,CANT,ROBOS_FUERZA,811.0,435.0,376.0
2019-Q3,2019,3,CANT,ROBOS_FUERZA,1183.0,811.0,372.0
2019-Q4,2019,4,CANT,ROBOS_FUERZA,1628.0,1183.0,445.0
2020-Q1,2020,1,CANT,ROBOS_FUERZA,462.0,,462.0
2020-Q2,2020,2,CANT,ROBOS_FUERZA,621.0,462.0,159.0
2020-Q3,2020,3,CANT,ROBOS_FUERZA,1059.0,621.0,438.0
2020-Q4,2020,4,CANT,ROBOS_FUERZA,1375.0,1059.0,316.0
2021-Q1,2021,1,CANT,ROBOS_FUERZA,281.0,,281.0
2021-Q2,2021,2,CANT,ROBOS_FUERZA,607.0,281.0,326.0
2021-Q3,2021,3,CANT,ROBOS_FUERZA,1056.0,607.0,449.0
2021-Q4,2021,4,CANT,ROBOS_FUERZA,1633.0,1056.0,577.0
2022-Q1,2022,1,CANT,ROBOS_FUERZA,525.0,,525.0
2022-Q2,2022,2,CANT,ROBOS_FUERZA,866.0,525.0,341.0
2022-Q3,2022,3,CANT,ROBOS_FUERZA,1222.0,866.0,356.0
2022-Q4,2022,4,CANT,ROBOS_FUERZA,1817.0,1222.0,595.0
2023-Q1,2023,1,CANT,ROBOS_FUERZA,452.0,,452.0
2023-Q2,2023,2,CANT,ROBOS_FUERZA,838.0,452.0,386.0
2023-Q3,2023,3,CANT,ROBOS_FUERZA,1285.0,838.0,447.0
2023-Q4,2023,4,CANT,ROBOS_FUERZA,1783.0,1285.0,498.0
2024-Q1,2024,1,CANT,ROBOS_FUERZA,480.0,,480.0
2024-Q2,2024,2,CANT,ROBOS_FUERZA,853.0,480.0,373.0
2024-Q3,2024,3,CANT,ROBOS_FUERZA,1162.0,853.0,309.0
2024-Q4,2024,4,CANT,ROBOS_FUERZA,1580.0,1162.0,418.0
2025-Q1,2025,1,CANT,ROBOS_FUERZA,414.0,,414.0
2025-Q2,2025,2,CANT,ROBOS_FUERZA,680.0,414.0,266.0
2025-Q3,2025,3,CANT,ROBOS_FUERZA,986.0,680.0,306.0
2016-Q1,2016,1,CAT,HURTOS,36593.0,,36593.0
2016-Q2,2016,2,CAT,HURTOS,77025.0,36593.0,40432.0
2016-Q3,2016,3,CAT,HURTOS,124432.0,77025.0,47407.0
2016-Q4,2016,4,CAT,HURTOS,162946.0,124432.0,38514.0
2017-Q1,2017,1,CAT,HURTOS,37364.0,,37364.0
2017-Q2,2017,2,CAT,HURTOS,79967.0,37364.0,42603.0
2017-Q3,2017,3,CAT,HURTOS,129104.0,79967.0,49137.0
2017-Q4,2017,4,CAT,HURTOS,173684.0,129104.0,44580.0
2018-Q1,2018,1,CAT,HURTOS,43264.0,,43264.0
2018-Q2,2018,2,CAT,HURTOS,91550.0,43264.0,48286.0
2018-Q3,2018,3,CAT,HURTOS,145267.0,91550.0,53717.0
2018-Q4,2018,4,CAT,HURTOS,192054.0,145267.0,46787.0
2019-Q1,2019,1,CAT,HURTOS,45295.0,,45295.0
2019-Q2,2019,2,CAT,HURTOS,95026.0,45295.0,49731.0
2019-Q3,2019,3,CAT,HURTOS,147390.0,95026.0,52364.0
2019-Q4,2019,4,CAT,HURTOS,192052.0,147390.0,44662.0
2020-Q1,2020,1,CAT,HURTOS,36011.0,,36011.0
2020-Q2,2020,2,CAT,HURTOS,49113.0,36011.0,13102.0
2020-Q3,2020,3,CAT,HURTOS,78633.0,49113.0,29520.0
2020-Q4,2020,4,CAT,HURTOS,110685.0,78633.0,32052.0
2021-Q1,2021,1,CAT,HURTOS,22364.0,,22364.0
2021-Q2,2021,2,CAT,HURTOS,50053.0,22364.0,27689.0
2021-Q3,2021,3,CAT,HURTOS,83899.0,50053.0,33846.0
2021-Q4,2021,4,CAT,HURTOS,118746.0,83899.0,34847.0
2022-Q1,2022,1,CAT,HURTOS,34391.0,,34391.0
2022-Q2,2022,2,CAT,HURTOS,74572.0,34391.0,40181.0
2022-Q3,2022,3,CAT,HURTOS,120531.0,74572.0,45959.0
2022-Q4,2022,4,CAT,HURTOS,162273.0,120531.0,41742.0
2023-Q1,2023,1,CAT,HURTOS,41950.0,,41950.0
2023-Q2,2023,2,CAT,HURTOS,83281.0,41950.0,41331.0
2023-Q3,2023,3,CAT,HURTOS,128562.0,83281.0,45281.0
2023-Q4,2023,4,CAT,HURTOS,170136.0,128562.0,41574.0
2024-Q1,2024,1,CAT,HURTOS,39585.0,,39585.0
2024-Q2,2024,2,CAT,HURTOS,82246.0,39585.0,42661.0
2024-Q3,2024,3,CAT,HURTOS,126926.0,82246.0,44680.0
2024-Q4,2024,4,CAT,HURTOS,168500.0,126926.0,41574.0
2025-Q1,2025,1,CAT,HURTOS,39540.0,,39540.0
2025-Q2,2025,2,CAT,HURTOS,80490.0,39540.0,40950.0
2025-Q3,2025,3,CAT,HURTOS,123324.0,80490.0,42834.0
2017-Q1,2017,1,CAT,ROBOS_FUERZA,7827.0,,7827.0
2017-Q2,2017,2,CAT,ROBOS_FUERZA,14597.0,7827.0,6770.0
2017-Q3,2017,3,CAT,ROBOS_FUERZA,22356.0,14597.0,7759.0
2017-Q4,2017,4,CAT,ROBOS_FUERZA,31199.0,22356.0,8843.0
2018-Q1,2018,1,CAT,ROBOS_FUERZA,8899.0,,8899.0
2018-Q2,2018,2,CAT,ROBOS_FUERZA,16734.0,8899.0,7835.0
2018-Q3,2018,3,CAT,ROBOS_FUERZA,25454.0,16734.0,8720.0
2018-Q4,2018,4,CAT,ROBOS_FUERZA,34485.0,25454.0,9031.0
2019-Q1,2019,1,CAT,ROBOS_FUERZA,8800.0,,8800.0
2019-Q2,2019,2,CAT,ROBOS_FUERZA,16206.0,8800.0,7406.0
2019-Q3,2019,3,CAT,ROBOS_FUERZA,24963.0,16206.0,8757.0
2019-Q4,2019,4,CAT,ROBOS_FUERZA,33993.0,24963.0,9030.0
2020-Q1,2020,1,CAT,ROBOS_FUERZA,6809.0,,6809.0
2020-Q2,2020,2,CAT,ROBOS_FUERZA,10343.0,6809.0,3534.0
2020-Q3,2020,3,CAT,ROBOS_FUERZA,16787.0,10343.0,6444.0
2020-Q4,2020,4,CAT,ROBOS_FUERZA,22098.0,16787.0,5311.0
2021-Q1,2021,1,CAT,ROBOS_FUERZA,5164.0,,5164.0
2021-Q2,2021,2,CAT,ROBOS_FUERZA,10131.0,5164.0,4967.0
2021-Q3,2021,3,CAT,ROBOS_FUERZA,16096.0,10131.0,5965.0
2021-Q4,2021,4,CAT,ROBOS_FUERZA,22852.0,16096.0,6756.0
2022-Q1,2022,1,CAT,ROBOS_FUERZA,6855.0,,6855.0
2022-Q2,2022,2,CAT,ROBOS_FUERZA,13148.0,6855.0,6293.0
2022-Q3,2022,3,CAT,ROBOS_FUERZA,20469.0,13148.0,7321.0
2022-Q4,2022,4,CAT,ROBOS_FUERZA,27985.0,20469.0,7516.0
2023-Q1,2023,1,CAT,ROBOS_FUERZA,7429.0,,7429.0
2023-Q2,2023,2,CAT,ROBOS_FUERZA,13582.0,7429.0,6153.0
2023-Q3,2023,3,CAT,ROBOS_FUERZA,20413.0,13582.0,6831.0
2023-Q4,2023,4,CAT,ROBOS_FUERZA,27370.0,20413.0,6957.0
2024-Q1,2024,1,CAT,ROBOS_FUERZA,6709.0,,6709.0
2024-Q2,2024,2,CAT,ROBOS_FUERZA,12819.0,6709.0,6110.0
2024-Q3,2024,3,CAT,ROBOS_FUERZA,19209.0,12819.0,6390.0
2024-Q4,2024,4,CAT,ROBOS_FUERZA,25324.0,19209.0,6115.0
2025-Q1,2025,1,CAT,ROBOS_FUERZA,5673.0,,5673.0
2025-Q2,2025,2,CAT,ROBOS_FUERZA,10797.0,5673.0,5124.0
2025-Q3,2025,3,CAT,ROBOS_FUERZA,16663.0,10797.0,5866.0
2016-Q1,2016,1,CLM,HURTOS,3853.0,,3853.0
2016-Q2,2016,2,CLM,HURTOS,7824.0,3853.0,3971.0
2016-Q3,2016,3,CLM,HURTOS,12078.0,7824.0,4254.0
2016-Q4,2016,4,CLM,HURTOS,15762.0,12078.0,3684.0
2017-Q1,2017,1,CLM,HURTOS,3696.0,,3696.0
2017-Q2,2017,2,CLM,HURTOS,7525.0,3696.0,3829.0
2017-Q3,2017,3,CLM,HURTOS,11501.0,7525.0,3976.0
2017-Q4,2017,4,CLM,HURTOS,15200.0,11501.0,3699.0
2018-Q1,2018,1,CLM,HURTOS,3495.0,,3495.0
2018-Q2,2018,2,CLM,HURTOS,7258.0,3495.0,3763.0
2018-Q3,2018,3,CLM,HURTOS,10990.0,7258.0,3732.0
2018-Q4,2018,4,CLM,HURTOS,14451.0,10990.0,3461.0
2019-Q1,2019,1,CLM,HURTOS,3290.0,,3290.0
2019-Q2,2019,2,CLM,HURTOS,6738.0,3290.0,3448.0
2019-Q3,2019,3,CLM,HURTOS,10449.0,6738.0,3711.0
2019-Q4,2019,4,CLM,HURTOS,13857.0,10449.0,3408.0
2020-Q1,2020,1,CLM,HURTOS,2932.0,,2932.0
2020-Q2,2020,2,CLM,HURTOS,4166.0,2932.0,1234.0
2020-Q3,2020,3,CLM,HURTOS,7034.0,4166.0,2868.0
2020-Q4,2020,4,CLM,HURTOS,9626.0,7034.0,2592.0
2021-Q1,2021,1,CLM,HURTOS,2194.0,,2194.0
2021-Q2,2021,2,CLM,HURTOS,4736.0,2194.0,2542.0
2021-Q3,2021,3,CLM,HURTOS,7725.0,4736.0,2989.0
2021-Q4,2021,4,CLM,HURTOS,10970.0,7725.0,3245.0
2022-Q1,2022,1,CLM,HURTOS,3323.0,,3323.0
2022-Q2,2022,2,CLM,HURTOS,6940.0,3323.0,3617.0
2022-Q3,2022,3,CLM,HURTOS,10721.0,6940.0,3781.0
2022-Q4,2022,4,CLM,HURTOS,14407.0,10721.0,3686.0
2023-Q1,2023,1,CLM,HURTOS,3489.0,,3489.0
2023-Q2,2023,2,CLM,HURTOS,7183.0,3489.0,3694.0
2023-Q3,2023,3,CLM,HURTOS,11105.0,7183.0,3922.0
2023-Q4,2023,4,CLM,HURTOS,14800.0,11105.0,3695.0
2024-Q1,2024,1,CLM,HURTOS,3696.0,,3696.0
2024-Q2,2024,2,CLM,HURTOS,7184.0,3696.0,3488.0
2024-Q3,2024,3,CLM,HURTOS,10699.0,7184.0,3515.0
2024-Q4,2024,4,CLM,HURTOS,14396.0,10699.0,3697.0
2025-Q1,2025,1,CLM,HURTOS,3525.0,,3525.0
2025-Q2,2025,2,CLM,HURTOS,6909.0,3525.0,3384.0
2025-Q3,2025,3,CLM,HURTOS,10581.0,6909.0,3672.0
2017-Q1,2017,1,CLM,ROBOS_FUERZA,2293.0,,2293.0
2017-Q2,2017,2,CLM,ROBOS_FUERZA,4110.0,2293.0,1817.0
2017-Q3,2017,3,CLM,ROBOS_FUERZA,5685.0,4110.0,1575.0
2017-Q4,2017,4,CLM,ROBOS_FUERZA,7769.0,5685.0,2084.0
2018-Q1,2018,1,CLM,ROBOS_FUERZA,2112.0,,2112.0
2018-Q2,2018,2,CLM,ROBOS_FUERZA,3975.0,2112.0,1863.0
2018-Q3,2018,3,CLM,ROBOS_FUERZA,5551.0,3975.0,1576.0
2018-Q4,2018,4,CLM,ROBOS_FUERZA,7401.0,5551.0,1850.0
2019-Q1,2019,1,CLM,ROBOS_FUERZA,1714.0,,1714.0
2019-Q2,2019,2,CLM,ROBOS_FUERZA,3260.0,1714.0,1546.0
2019-Q3,2019,3,CLM,ROBOS_FUERZA,4763.0,3260.0,1503.0
2019-Q4,2019,4,CLM,ROBOS_FUERZA,6525.0,4763.0,1762.0
2020-Q1,2020,1,CLM,ROBOS_FUERZA,1490.0,,1490.0
2020-Q2,2020,2,CLM,ROBOS_FUERZA,2292.0,1490.0,802.0
2020-Q3,2020,3,CLM,ROBOS_FUERZA,3567.0,2292.0,1275.0
2020-Q4,2020,4,CLM,ROBOS_FUERZA,4736.0,3567.0,1169.0
2021-Q1,2021,1,CLM,ROBOS_FUERZA,1043.0,,1043.0
2021-Q2,2021,2,CLM,ROBOS_FUERZA,2108.0,1043.0,1065.0
2021-Q3,2021,3,CLM,ROBOS_FUERZA,3145.0,2108.0,1037.0
2021-Q4,2021,4,CLM,ROBOS_FUERZA,4417.0,3145.0,1272.0
2022-Q1,2022,1,CLM,ROBOS_FUERZA,1374.0,,1374.0
2022-Q2,2022,2,CLM,ROBOS_FUERZA,2531.0,1374.0,1157.0
2022-Q3,2022,3,CLM,ROBOS_FUERZA,3618.0,2531.0,1087.0
2022-Q4,2022,4,CLM,ROBOS_FUERZA,4796.0,3618.0,1178.0
2023-Q1,2023,1,CLM,ROBOS_FUERZA,1276.0,,1276.0
2023-Q2,2023,2,CLM,ROBOS_FUERZA,2339.0,1276.0,1063.0
2023-Q3,2023,3,CLM,ROBOS_FUERZA,3546.0,2339.0,1207.0
2023-Q4,2023,4,CLM,ROBOS_FUERZA,5024.0,3546.0,1478.0
2024-Q1,2024,1,CLM,ROBOS_FUERZA,1493.0,,1493.0
2024-Q2,2024,2,CLM,ROBOS_FUERZA,2601.0,1493.0,1108.0
2024-Q3,2024,3,CLM,ROBOS_FUERZA,3714.0,2601.0,1113.0
2024-Q4,2024,4,CLM,ROBOS_FUERZA,5109.0,3714.0,1395.0
2025-Q1,2025,1,CLM,ROBOS_FUERZA,1252.0,,1252.0
2025-Q2,2025,2,CLM,ROBOS_FUERZA,2246.0,1252.0,994.0
2025-Q3,2025,3,CLM,ROBOS_FUERZA,3131.0,2246.0,885.0
2016-Q1,2016,1,CYL,HURTOS,5683.0,,5683.0
2016-Q2,2016,2,CYL,HURTOS,11309.0,5683.0,5626.0
2016-Q3,2016,3,CYL,HURTOS,16932.0,11309.0,5623.0
2016-Q4,2016,4,CYL,HURTOS,22501.0,16932.0,5569.0
2017-Q1,2017,1,CYL,HURTOS,5018.0,,5018.0
2017-Q2,2017,2,CYL,HURTOS,10332.0,5018.0,5314.0
2017-Q3,2017,3,CYL,HURTOS,15631.0,10332.0,5299.0
2017-Q4,2017,4,CYL,HURTOS,21070.0,15631.0,5439.0
2018-Q1,2018,1,CYL,HURTOS,4554.0,,4554.0
2018-Q2,2018,2,CYL,HURTOS,9445.0,4554.0,4891.0
2018-Q3,2018,3,CYL,HURTOS,14614.0,9445.0,5169.0
2018-Q4,2018,4,CYL,HURTOS,19701.0,14614.0,5087.0
2019-Q1,2019,1,CYL,HURTOS,4552.0,,4552.0
2019-Q2,2019,2,CYL,HURTOS,9168.0,4552.0,4616.0
2019-Q3,2019,3,CYL,HURTOS,14131.0,9168.0,4963.0
2019-Q4,2019,4,CYL,HURTOS,19241.0,14131.0,5110.0
2020-Q1,2020,1,CYL,HURTOS,3594.0,,3594.0
2020-Q2,2020,2,CYL,HURTOS,5062.0,3594.0,1468.0
2020-Q3,2020,3,CYL,HURTOS,8392.0,5062.0,3330.0
2020-Q4,2020,4,CYL,HURTOS,11413.0,8392.0,3021.0
2021-Q1,2021,1,CYL,HURTOS,2428.0,,2428.0
2021-Q2,2021,2,CYL,HURTOS,5607.0,2428.0,3179.0
2021-Q3,2021,3,CYL,HURTOS,9482.0,5607.0,3875.0
2021-Q4,2021,4,CYL,HURTOS,13785.0,9482.0,4303.0
2022-Q1,2022,1,CYL,HURTOS,4117.0,,4117.0
2022-Q2,2022,2,CYL,HURTOS,8436.0,4117.0,4319.0
2022-Q3,2022,3,CYL,HURTOS,12658.0,8436.0,4222.0
2022-Q4,2022,4,CYL,HURTOS,17376.0,12658.0,4718.0
2023-Q1,2023,1,CYL,HURTOS,4322.0,,4322.0
2023-Q2,2023,2,CYL,HURTOS,8688.0,4322.0,4366.0
2023-Q3,2023,3,CYL,HURTOS,12845.0,8688.0,4157.0
2023-Q4,2023,4,CYL,HURTOS,17325.0,12845.0,4480.0
2024-Q1,2024,1,CYL,HURTOS,4177.0,,4177.0
2024-Q2,2024,2,CYL,HURTOS,8534.0,4177.0,4357.0
2024-Q3,2024,3,CYL,HURTOS,13049.0,8534.0,4515.0
2024-Q4,2024,4,CYL,HURTOS,17407.0,13049.0,4358.0
2025-Q1,2025,1,CYL,HURTOS,4361.0,,4361.0
2025-Q2,2025,2,CYL,HURTOS,8738.0,4361.0,4377.0
2025-Q3,2025,3,CYL,HURTOS,13200.0,8738.0,4462.0
2017-Q1,2017,1,CYL,ROBOS_FUERZA,1478.0,,1478.0
2017-Q2,2017,2,CYL,ROBOS_FUERZA,2625.0,1478.0,1147.0
2017-Q3,2017,3,CYL,ROBOS_FUERZA,3735.0,2625.0,1110.0
2017-Q4,2017,4,CYL,ROBOS_FUERZA,5184.0,3735.0,1449.0
2018-Q1,2018,1,CYL,ROBOS_FUERZA,1330.0,,1330.0
2018-Q2,2018,2,CYL,ROBOS_FUERZA,2618.0,1330.0,1288.0
2018-Q3,2018,3,CYL,ROBOS_FUERZA,3836.0,2618.0,1218.0
2018-Q4,2018,4,CYL,ROBOS_FUERZA,5342.0,3836.0,1506.0
2019-Q1,2019,1,CYL,ROBOS_FUERZA,1293.0,,1293.0
2019-Q2,2019,2,CYL,ROBOS_FUERZA,2409.0,1293.0,1116.0
2019-Q3,2019,3,CYL,ROBOS_FUERZA,3526.0,2409.0,1117.0
2019-Q4,2019,4,CYL,ROBOS_FUERZA,4765.0,3526.0,1239.0
2020-Q1,2020,1,CYL,ROBOS_FUERZA,1110.0,,1110.0
2020-Q2,2020,2,CYL,ROBOS_FUERZA,1636.0,1110.0,526.0
2020-Q3,2020,3,CYL,ROBOS_FUERZA,2526.0,1636.0,890.0
2020-Q4,2020,4,CYL,ROBOS_FUERZA,3362.0,2526.0,836.0
2021-Q1,2021,1,CYL,ROBOS_FUERZA,720.0,,720.0
2021-Q2,2021,2,CYL,ROBOS_FUERZA,1577.0,720.0,857.0
2021-Q3,2021,3,CYL,ROBOS_FUERZA,2697.0,1577.0,1120.0
2021-Q4,2021,4,CYL,ROBOS_FUERZA,3799.0,2697.0,1102.0
2022-Q1,2022,1,CYL,ROBOS_FUERZA,1288.0,,1288.0
2022-Q2,2022,2,CYL,ROBOS_FUERZA,2153.0,1288.0,865.0
2022-Q3,2022,3,CYL,ROBOS_FUERZA,3159.0,2153.0,1006.0
2022-Q4,2022,4,CYL,ROBOS_FUERZA,4357.0,3159.0,1198.0
2023-Q1,2023,1,CYL,ROBOS_FUERZA,1108.0,,1108.0
2023-Q2,2023,2,CYL,ROBOS_FUERZA,2043.0,1108.0,935.0
2023-Q3,2023,3,CYL,ROBOS_FUERZA,2997.0,2043.0,954.0
2023-Q4,2023,4,CYL,ROBOS_FUERZA,4118.0,2997.0,1121.0
2024-Q1,2024,1,CYL,ROBOS_FUERZA,1102.0,,1102.0
2024-Q2,2024,2,CYL,ROBOS_FUERZA,2042.0,1102.0,940.0
2024-Q3,2024,3,CYL,ROBOS_FUERZA,3199.0,2042.0,1157.0
2024-Q4,2024,4,CYL,ROBOS_FUERZA,4348.0,3199.0,1149.0
2025-Q1,2025,1,CYL,ROBOS_FUERZA,1113.0,,1113.0
2025-Q2,2025,2,CYL,ROBOS_FUERZA,1994.0,1113.0,881.0
2025-Q3,2025,3,CYL,ROBOS_FUERZA,2977.0,1994.0,983.0
2016-Q1,2016,1,ESP,HURTOS,169129.0,,169129.0
2016-Q2,2016,2,ESP,HURTOS,348382.0,169129.0,179253.0
2016-Q3,2016,3,ESP,HURTOS,540853.0,348382.0,192471.0
2016-Q4,2016,4,ESP,HURTOS,711908.0,540853.0,171055.0
2017-Q1,2017,1,ESP,HURTOS,168642.0,,168642.0
2017-Q2,2017,2,ESP,HURTOS,344199.0,168642.0,175557.0
2017-Q3,2017,3,ESP,HURTOS,536752.0,344199.0,192553.0
2017-Q4,2017,4,ESP,HURTOS,712398.0,536752.0,175646.0
2018-Q1,2018,1,ESP,HURTOS,165036.0,,165036.0
2018-Q2,2018,2,ESP,HURTOS,340915.0,165036.0,175879.0
2018-Q3,2018,3,ESP,HURTOS,529267.0,340915.0,188352.0
2018-Q4,2018,4,ESP,HURTOS,705249.0,529267.0,175982.0
2019-Q1,2019,1,ESP,HURTOS,168862.0,,168862.0
2019-Q2,2019,2,ESP,HURTOS,343509.0,168862.0,174647.0
2019-Q3,2019,3,ESP,HURTOS,529155.0,343509.0,185646.0
2019-Q4,2019,4,ESP,HURTOS,700477.0,529155.0,171322.0
2020-Q1,2020,1,ESP,HURTOS,138598.0,,138598.0
2020-Q2,2020,2,ESP,HURTOS,190059.0,138598.0,51461.0
2020-Q3,2020,3,ESP,HURTOS,309913.0,190059.0,119854.0
2020-Q4,2020,4,ESP,HURTOS,421248.0,309913.0,111335.0
2021-Q1,2021,1,ESP,HURTOS,96112.0,,96112.0
2021-Q2,2021,2,ESP,HURTOS,211868.0,96112.0,115756.0
2021-Q3,2021,3,ESP,HURTOS,349433.0,211868.0,137565.0
2021-Q4,2021,4,ESP,HURTOS,493479.0,349433.0,144046.0
2022-Q1,2022,1,ESP,HURTOS,145399.0,,145399.0
2022-Q2,2022,2,ESP,HURTOS,306269.0,145399.0,160870.0
2022-Q3,2022,3,ESP,HURTOS,477934.0,306269.0,171665.0
2022-Q4,2022,4,ESP,HURTOS,642579.0,477934.0,164645.0
2023-Q1,2023,1,ESP,HURTOS,163476.0,,163476.0
2023-Q2,2023,2,ESP,HURTOS,325006.0,163476.0,161530.0
2023-Q3,2023,3,ESP,HURTOS,498984.0,325006.0,173978.0
2023-Q4,2023,4,ESP,HURTOS,663370.0,498984.0,164386.0
2024-Q1,2024,1,ESP,HURTOS,156967.0,,156967.0
2024-Q2,2024,2,ESP,HURTOS,321332.0,156967.0,164365.0
2024-Q3,2024,3,ESP,HURTOS,491435.0,321332.0,170103.0
2024-Q4,2024,4,ESP,HURTOS,649076.0,491435.0,157641.0
2025-Q1,2025,1,ESP,HURTOS,151750.0,,151750.0
2025-Q2,2025,2,ESP,HURTOS,310289.0,151750.0,158539.0
2025-Q3,2025,3,ESP,HURTOS,480249.0,310289.0,169960.0
2017-Q1,2017,1,ESP,ROBOS_FUERZA,39651.0,,39651.0
2017-Q2,2017,2,ESP,ROBOS_FUERZA,74056.0,39651.0,34405.0
2017-Q3,2017,3,ESP,ROBOS_FUERZA,110352.0,74056.0,36296.0
2017-Q4,2017,4,ESP,ROBOS_FUERZA,149651.0,110352.0,39299.0
2018-Q1,2018,1,ESP,ROBOS_FUERZA,40265.0,,40265.0
2018-Q2,2018,2,ESP,ROBOS_FUERZA,75350.0,40265.0,35085.0
2018-Q3,2018,3,ESP,ROBOS_FUERZA,111908.0,75350.0,36558.0
2018-Q4,2018,4,ESP,ROBOS_FUERZA,150579.0,111908.0,38671.0
2019-Q1,2019,1,ESP,ROBOS_FUERZA,37157.0,,37157.0
2019-Q2,2019,2,ESP,ROBOS_FUERZA,70112.0,37157.0,32955.0
2019-Q3,2019,3,ESP,ROBOS_FUERZA,105259.0,70112.0,35147.0
2019-Q4,2019,4,ESP,ROBOS_FUERZA,142780.0,105259.0,37521.0
2020-Q1,2020,1,ESP,ROBOS_FUERZA,31933.0,,31933.0
2020-Q2,2020,2,ESP,ROBOS_FUERZA,48200.0,31933.0,16267.0
2020-Q3,2020,3,ESP,ROBOS_FUERZA,77498.0,48200.0,29298.0
2020-Q4,2020,4,ESP,ROBOS_FUERZA,103293.0,77498.0,25795.0
2021-Q1,2021,1,ESP,ROBOS_FUERZA,23359.0,,23359.0
2021-Q2,2021,2,ESP,ROBOS_FUERZA,47045.0,23359.0,23686.0
2021-Q3,2021,3,ESP,ROBOS_FUERZA,75448.0,47045.0,28403.0
2021-Q4,2021,4,ESP,ROBOS_FUERZA,105274.0,75448.0,29826.0
2022-Q1,2022,1,ESP,ROBOS_FUERZA,29913.0,,29913.0
2022-Q2,2022,2,ESP,ROBOS_FUERZA,57837.0,29913.0,27924.0
2022-Q3,2022,3,ESP,ROBOS_FUERZA,88320.0,57837.0,30483.0
2022-Q4,2022,4,ESP,ROBOS_FUERZA,120676.0,88320.0,32356.0
